Product code;Language;Product id;Category;List price;Price;Weight;Quantity;Min quantity;Shipping freight;Date added;Downloadable;Files;Ship downloadable;Inventory tracking;Free shipping;Feature comparison;Zero price action;Thumbnail;Detailed image;Product name;Description;Meta keywords;Meta description;Search words;Page title;Taxes;Features;Options;Secondary categories;Pay by points;Override points;Override exchange rate;SEO name;Short description;Status;Max quantity;Quantity step;List qty count;Out of stock actions;Promo text;Product URL;Image URL;Detailed image URL;Items in box;Box size;Usergroup IDs;Available since;Options type;Exceptions type;Store;Discussion;Product URL (Mobile by Twigmo)
"16378";"en";"3";"Products///Sierra Outdoor Infrared Sauna";"4195.00";"4195.00";"0.00";"10";"0";"0.00";"14 Apr 2013 00:00:00";"N";"";"N";"B";"N";"N";"R";"";"exim/backup/images/4-person-sierra-outdoor-sauna-10.jpg#{[en]:;}";"4 Person Sierra Canadian Cedar Outdoor Infrared Sauna";"<div class=""heater-place"" style=""margin-right:15px;""><div class=""heater-top""><div class=""heater-left""><div class=""heater-element""><img class=""heater-img"" src=""/images/carbon-heater-ico.png""><p><strong>Back Sauna Wall</strong></p><p>3 Carbon Heaters</p></div></div><div class=""heater-right""><div class=""last heater-element""><img class=""heater-img"" src=""/images/carbon-heater-ico.png""><p><strong>Bench and Floor Heaters</strong></p><p>2 Carbon Heaters</p></div></div></div><div class=""heater-left""><a data-ca-image-id=""preview[product_images_105656940c3b22f]"" class=""cm-image-previewer cm-previewer ty-previewer"" data-ca-image-width=""601"" data-ca-image-height=""609"" href=""/images/companies/1/content/size.jpg?1448455695983"" title=""""><img class=""ty-pict "" src=""/images/companies/1/content/size_thumbnail.jpg?1448521852258"" alt="""" title="""" data-cloudzoom=""zoomImage: &quot;/images/companies/1/content/size.jpg?1448455695983&quot;""><span class=""ty-previewer__icon hidden-phone""></span></a></div><div class=""heater-right""><div class=""heater-element""><img class=""heater-img"" src=""/images/carbon-heater-ico.png""><p><strong>Side walls</strong></p><p>4 Carbon Heaters</p></div><div class=""heater-element""><img class=""heater-img"" src=""/images/fullspectrum-heater-ico.png""><p><strong>Front Wall</strong></p><p>                        2 Full Spectrum Heaters</p></div></div></div><div style=""text-align: justify;"" class=""heater-place""><a name=""_GoBack"" id=""_GoBack""></a> <b>InfraredSaunaGuru </b>is proud to present our <b>4 Person Sierra Canadian Cedar Outdoor Sauna</b>. Luxury is an understatement with this most comfortable infrared sauna. The extended size allows you the space to lie down, exercise or simply enjoy with family and friends. Its unique structure, once properly sealed during assembly - is built to withstand all types of weather. For extra protection we do recommend placing your sauna within a patio or under an awning. We also recommend (optional) a rain cover placed over the 4 walls of the unit. The rain cover sits between the inside and outside roof, leaving the outside roof exposed. Equipped with dual force EMF action this infrared sauna delivers multiple benefits with its 9 carbon heaters and 2 full spectrum heaters. Available in rich Canadian Cedar wood with a beautiful design, it is elegant and spacious - it will be the perfect fit for your home! Loaded with 2016 upgrades and standard features. See our list below.<a href=""PDF/4%20Person%20Sierra%20Canadian%20Cedar%20Outdoor%20Infrared%20Sauna.pdf""><img src=""http://outdoorinfraredsauna.com/images/companies/1/download-sauna-spec-sheet.jpg""></a></div>";"";"";"";"";"";"(Interior Specification) Width: T[67.6""]; (Interior Specification) Depth: T[57.5""]; (Interior Specification) Height: T[76""]; (Interior Specification) Bench: T[63.6""x20""]; (Exterior Specification) Width: T[71.6""]; (Exterior Specification) Depth: T[61.5""]; (Exterior Specification) Height: T[96""]; (Optional Features) ZERO EMF: C[Y]; (Optional Features) Rain Cover: C[Y]; (Optional Features) Lifetime Warranty: C[Y]; (Optional Features) CHROMOTHERAPY: C[Y]; (Optional Features) IONIZER: C[Y]; (Optional Features) TABLET / SMARTPHONE CONTROL: C[N]; (Roof Specification) Roof Width: T[81.6""]; (Roof Specification) Roof Depth: T[71.5""]; (Features) Timer: T[0 - 90]; (Features) Heaters Type: T[Full Spectrum/Carbon]; (Features) Heaters Number: T[10 Heaters]; (Features) Adjust. Temp.: T[0 - 161]; (Power Usage/AMPS) Wattage: T[3760w]; (Power Usage/AMPS) Voltage: T[220 Volt]; (Power Usage/AMPS) IR Wavelengths: T[6 to 12]; (Power Usage/AMPS) Amperage: T[20 Amp]; (Unit Weight) Shipping Weight: T[825 lbs]; (Unit Weight) Product Weight: T[775 lbs]; (N-Features for clearlight sauna bot) MEDICAL GRADE CHROMOTHERAPY LIGHTING: C[N]; (N-Features for clearlight sauna bot) FULL SPECTRUM HEATING TECHNOLOGY: C[N]; (N-Features for clearlight sauna bot) ELEGANT MODERN ITALIAN INSPIRED DESIGN: C[N]; (N-Features for clearlight sauna bot) MOVEABLE ERGONOMIC BACKRESTS: C[N]; (N-Features for clearlight sauna bot) STANDARD CHROMOTHERAPY LIGHTING: C[N]; (N-Features for clearlight sauna bot) TWO 22"" DEEP X 35"" FLAT REMOVABLE BENCHES: C[N]; (N-Features for clearlight sauna bot) TRUE WAVE II CARBON / CERAMIC FAR INFRARED HEATERS: C[N]; (N-Features for clearlight sauna bot) ELEGANT DETAILS: C[N]; (N-Features for clearlight sauna bot) DUAL DIGITAL CONTROLS: C[N]; (N-Features for clearlight sauna bot) BEAUTIFUL WOOD LIGHT SHADE: C[N]; (N-Features for clearlight sauna bot) BEAUTIFUL DETAILS: C[N]; (N-Features for clearlight sauna bot) BLUETOOTH/AUX/MP3 AUDIO INPUTS: C[N]; (N-Features for clearlight sauna bot) CLASSIC SAUNA DESIGN: C[N]; (N-Features for clearlight sauna bot) DIGITAL CONTROLS: C[N]; (N-Features for clearlight sauna bot) CLASSIC SAUNA DESIGN 2: C[N]; (N-Features for clearlight sauna bot) 22"" DEEP REVERSIBLE ERGONOMIC/FLAT BENCH: C[N]; (Sauna Features) INSIDE LIGHTS: C[Y]; (Sauna Features) LCD SWIVEL TOUCHSCREEN WITH DVD PLAYER CONTROLLER: C[N]; (Sauna Features) LOCKING SYSTEM: C[N]; (Sauna Features) Low EMF: C[N]; (Sauna Features) HEMLOCK WOOD: C[N]; (Sauna Features) Full Spectrum Heating Technology: C[N]; (Sauna Features) Elegant Modern Desing: C[N]; (Sauna Features) Enchanced Wooden Light Shade: C[N]; (Sauna Features) Ergonomic Moveable Backrests: C[N]; (Sauna Features) Fabric Material: C[N]; (Sauna Features) MAGAZINE RACK: C[Y]; (Sauna Features) Medical Grade Chromotherapy: C[N]; (Sauna Features) TEMPERED GLASS: C[Y]; (Sauna Features) TOWEL RACK: C[Y]; (Sauna Features) WIDER & DEEPER BENCH: C[Y]; (Sauna Features) Zero EMF: C[N]; (Sauna Features) Tablet/Smartphone Control Option: C[N]; (Sauna Features) Single Digital Controller: C[N]; (Sauna Features) No EMF Carbon Fiber with Ceramic Compoud Far Infrared Heaters: C[N]; (Sauna Features) Nordic Spuce Wood: C[N]; (Sauna Features) OUTSIDE LIGHTS: C[N]; (Sauna Features) Reversible Flat or Ergonomic Bench: C[N]; (Sauna Features) Elegant Details: C[N]; (Sauna Features) Dual Digital Controls: C[N]; (Sauna Features) Aspen: C[N]; (Sauna Features) BACKREST: C[N]; (Sauna Features) Beautiful Details: C[N]; (Sauna Features) Bluetooth/AUX/MP3 Audio Inputs: C[N]; (Sauna Features) AM/FM/CD/MP3 PLAYER with Speakers: C[Y]; (Sauna Features) ADJUSTABLE VENT: C[Y]; (Sauna Features) 120v: C[N]; (Sauna Features) 220v: C[Y]; (Sauna Features) 230v: C[N]; (Sauna Features) 240v: C[N]; (Sauna Features) Carbon Infrared Heater: C[N]; (Sauna Features) Carbon Low EMF Infrared Heater: C[N]; (Sauna Features) Digital Sauna Controls: C[N]; (Sauna Features) DOOR HANDLE: C[N]; (Sauna Features) DOUBLE WALL: C[N]; (Sauna Features) Dual Digital Controller: C[Y]; (Sauna Features) Digital Controller: C[N]; (Sauna Features) CUP HOLDER: C[Y]; (Sauna Features) CERAMIC HEATERS: C[N]; (Sauna Features) 110v: C[N]; (Sauna Features) Ceramic/Carbon Infrared Heater: C[N]; (Sauna Features) Cedar Wood: C[Y]; (Sauna Features) CERAMIC TILE FLOOR HEATER - EFFECTIVE & EASY TO CLEAN: C[Y]";"(Outdoor Infrared Sauna) Zero EMF: S[Low EMF,Zero EMF///modifier=35.000///modifier_type=P///weight_modifier=20.000///weight_modifier_type=A]///inventory=N///missing_variants_handling=M///multiupload=N///required=N///status=A; (Outdoor Infrared Sauna) Warranty: S[3 year Warranty,7 year Warranty///modifier=10.000///modifier_type=P///weight_modifier=20.000///weight_modifier_type=A,Lifetime Warranty///modifier=20.000///modifier_type=P]///inventory=N///missing_variants_handling=M///multiupload=N///required=N///status=A; (Outdoor Infrared Sauna) Ionizer: SG[None,Ionizer///modifier=99.000///modifier_type=A///weight_modifier=123.000///weight_modifier_type=A]///inventory=N///missing_variants_handling=M///multiupload=N///required=N///status=A; (Outdoor Infrared Sauna) Chromotherapy: SG[None///weight_modifier=432423.000///weight_modifier_type=A,Chromoterapy///modifier=199.000///modifier_type=A///weight_modifier=4234324.000///weight_modifier_type=A]///inventory=N///missing_variants_handling=M///multiupload=N///required=N///status=A; (Outdoor Infrared Sauna) Raincover: S[None///weight_modifier=4234.000///weight_modifier_type=A,Raincover///modifier=15.000///modifier_type=P///weight_modifier=234234.000///weight_modifier_type=A]///inventory=N///missing_variants_handling=M///multiupload=N///required=N///status=A";"";"N";"N";"N";"4-person-sierra-canadian-cedar-outdoor-infrared-sauna";"";"A";"0";"0";"0";"N";"";"http://outdoorinfraredsauna.com/4-person-sierra-canadian-cedar-outdoor-infrared-sauna/";"http://outdoorinfraredsauna.com/images/thumbnails/280/280/detailed/1/4-person-sierra-outdoor-sauna-10.png?t=1460292692";"http://outdoorinfraredsauna.com/images/detailed/1/4-person-sierra-outdoor-sauna-10.jpg?t=1460286401";"min:0;max:0";"length:0;width:0;height:0";"0";"";"P";"F";"Outdoor Infrared Sauna";"D";"http://outdoorinfraredsauna.com/4-person-sierra-canadian-cedar-outdoor-infrared-sauna/"
"16376";"en";"4";"Products///Sierra Outdoor Infrared Sauna";"3195.00";"3195.00";"0.00";"15";"0";"0.00";"14 Apr 2013 00:00:00";"N";"";"N";"B";"N";"N";"R";"";"exim/backup/images/2-person-sierra-outdoor-sauna-13.jpg#{[en]:;}";"2 Person Sierra Canadian Cedar Outdoor Infrared Sauna";"<div class=""heater-place"" style=""margin-right:15px;""><div class=""heater-top""><div class=""heater-left""><div class=""heater-element""><img class=""heater-img"" src=""/images/carbon-heater-ico.png""><p><strong>Back Sauna wall</strong></p><p>2 Carbon Heaters</p></div></div><div class=""heater-right""><div class=""last heater-element""><img class=""heater-img"" src=""/images/carbon-heater-ico.png""><p><strong>Bench And Floor Heaters</strong></p><p>2 Carbon Heaters</p></div></div></div><div class=""heater-left""><a data-ca-image-id=""preview[product_images_105656940c3b22f]"" class=""cm-image-previewer cm-previewer ty-previewer"" data-ca-image-width=""601"" data-ca-image-height=""609"" href=""/images/companies/1/content/size.jpg?1448455695983"" title=""""><img class=""ty-pict "" src=""/images/companies/1/content/size_thumbnail.jpg?1448521852258"" alt="""" title="""" data-cloudzoom=""zoomImage: &quot;/images/companies/1/content/size.jpg?1448455695983&quot;""><span class=""ty-previewer__icon hidden-phone""></span></a></div><div class=""heater-right""><div class=""heater-element""><img class=""heater-img"" src=""/images/fullspectrum-heater-ico.png""><p><strong>Front Wall</strong></p><p>2 Full Spectrum Heaters</p></div><div class=""heater-element""><img class=""heater-img"" src=""/images/carbon-heater-ico.png""><p><strong>Side walls</strong></p><p>                        2 Carbon Heaters</p></div></div></div><p><b>InfraredSaunaGuru </b>is proud to present our <b>2 Person Sierra Canadian Cedar Outdoor Sauna</b>. Ideal for compact and smaller places, this sauna is a complimentary to any backyard or patio. Its unique structure, once properly sealed during assembly - is built to withstand all types of weather. For extra protection we do recommend placing your sauna within a patio or under an awning. We also recommend (optional) a rain cover placed over the 4 walls of the unit. The rain cover sits between the inside and outside roof, leaving the outside roof exposed. Equipped with dual force EMF action this infrared sauna delivers multiple benefits with eight <a name=""_GoBack""></a>heaters. Available in rich Canadian Cedar wood with a beautiful design; it will feel like your very own private sanctuary to relax, unwind and sweat yourself to a healthy you! Loaded with 2016 upgrades and standard features. See our list below.</p><p><a href=""PDF/2%20Person%20Sierra%20Canadian%20Cedar%20Outdoor%20Infrared%20Sauna.pdf""><img src=""http://outdoorinfraredsauna.com/images/companies/1/download-sauna-spec-sheet.jpg"" style="""" rel=""""></a><br></p>";"";"";"";"";"";"(Interior Specification) Width: T[46""]; (Interior Specification) Depth: T[46""]; (Interior Specification) Height: T[76""]; (Interior Specification) Bench: T[42""x20""]; (Exterior Specification) Width: T[50""]; (Exterior Specification) Depth: T[50""]; (Exterior Specification) Height: T[96""]; (Optional Features) ZERO EMF: C[Y]; (Optional Features) Rain Cover: C[Y]; (Optional Features) Lifetime Warranty: C[Y]; (Optional Features) CHROMOTHERAPY: C[Y]; (Optional Features) IONIZER: C[Y]; (Optional Features) TABLET / SMARTPHONE CONTROL: C[N]; (Roof Specification) Roof Width: T[60""]; (Roof Specification) Roof Depth: T[60""]; (Features) Timer: T[0 - 90]; (Features) Heaters Type: T[Full Spectrum/Carbon]; (Features) Heaters Number: T[8 Heaters]; (Features) Adjust. Temp.: T[0 - 161]; (Power Usage/AMPS) Wattage: T[2360w]; (Power Usage/AMPS) Voltage: T[120 Volt]; (Power Usage/AMPS) IR Wavelengths: T[6 to 12]; (Power Usage/AMPS) Amperage: T[20 Amp]; (Unit Weight) Shipping Weight: T[600 lbs]; (Unit Weight) Product Weight: T[550 lbs]; (N-Features for clearlight sauna bot) MEDICAL GRADE CHROMOTHERAPY LIGHTING: C[N]; (N-Features for clearlight sauna bot) FULL SPECTRUM HEATING TECHNOLOGY: C[N]; (N-Features for clearlight sauna bot) ELEGANT MODERN ITALIAN INSPIRED DESIGN: C[N]; (N-Features for clearlight sauna bot) MOVEABLE ERGONOMIC BACKRESTS: C[N]; (N-Features for clearlight sauna bot) STANDARD CHROMOTHERAPY LIGHTING: C[N]; (N-Features for clearlight sauna bot) TWO 22"" DEEP X 35"" FLAT REMOVABLE BENCHES: C[N]; (N-Features for clearlight sauna bot) TRUE WAVE II CARBON / CERAMIC FAR INFRARED HEATERS: C[N]; (N-Features for clearlight sauna bot) ELEGANT DETAILS: C[N]; (N-Features for clearlight sauna bot) DUAL DIGITAL CONTROLS: C[N]; (N-Features for clearlight sauna bot) BEAUTIFUL WOOD LIGHT SHADE: C[N]; (N-Features for clearlight sauna bot) BEAUTIFUL DETAILS: C[N]; (N-Features for clearlight sauna bot) BLUETOOTH/AUX/MP3 AUDIO INPUTS: C[N]; (N-Features for clearlight sauna bot) CLASSIC SAUNA DESIGN: C[N]; (N-Features for clearlight sauna bot) DIGITAL CONTROLS: C[N]; (N-Features for clearlight sauna bot) CLASSIC SAUNA DESIGN 2: C[N]; (N-Features for clearlight sauna bot) 22"" DEEP REVERSIBLE ERGONOMIC/FLAT BENCH: C[N]; (Sauna Features) INSIDE LIGHTS: C[Y]; (Sauna Features) LCD SWIVEL TOUCHSCREEN WITH DVD PLAYER CONTROLLER: C[N]; (Sauna Features) LOCKING SYSTEM: C[N]; (Sauna Features) Low EMF: C[N]; (Sauna Features) HEMLOCK WOOD: C[N]; (Sauna Features) Full Spectrum Heating Technology: C[N]; (Sauna Features) Elegant Modern Desing: C[N]; (Sauna Features) Enchanced Wooden Light Shade: C[N]; (Sauna Features) Ergonomic Moveable Backrests: C[N]; (Sauna Features) Fabric Material: C[N]; (Sauna Features) MAGAZINE RACK: C[Y]; (Sauna Features) Medical Grade Chromotherapy: C[N]; (Sauna Features) TEMPERED GLASS: C[Y]; (Sauna Features) TOWEL RACK: C[Y]; (Sauna Features) WIDER & DEEPER BENCH: C[Y]; (Sauna Features) Zero EMF: C[N]; (Sauna Features) Tablet/Smartphone Control Option: C[N]; (Sauna Features) Single Digital Controller: C[N]; (Sauna Features) No EMF Carbon Fiber with Ceramic Compoud Far Infrared Heaters: C[N]; (Sauna Features) Nordic Spuce Wood: C[N]; (Sauna Features) OUTSIDE LIGHTS: C[N]; (Sauna Features) Reversible Flat or Ergonomic Bench: C[N]; (Sauna Features) Elegant Details: C[N]; (Sauna Features) Dual Digital Controls: C[N]; (Sauna Features) Aspen: C[N]; (Sauna Features) BACKREST: C[N]; (Sauna Features) Beautiful Details: C[N]; (Sauna Features) Bluetooth/AUX/MP3 Audio Inputs: C[N]; (Sauna Features) AM/FM/CD/MP3 PLAYER with Speakers: C[Y]; (Sauna Features) ADJUSTABLE VENT: C[Y]; (Sauna Features) 120v: C[Y]; (Sauna Features) 220v: C[N]; (Sauna Features) 230v: C[N]; (Sauna Features) 240v: C[N]; (Sauna Features) Carbon Infrared Heater: C[N]; (Sauna Features) Carbon Low EMF Infrared Heater: C[N]; (Sauna Features) Digital Sauna Controls: C[N]; (Sauna Features) DOOR HANDLE: C[N]; (Sauna Features) DOUBLE WALL: C[N]; (Sauna Features) Dual Digital Controller: C[Y]; (Sauna Features) Digital Controller: C[N]; (Sauna Features) CUP HOLDER: C[Y]; (Sauna Features) CERAMIC HEATERS: C[N]; (Sauna Features) 110v: C[N]; (Sauna Features) Ceramic/Carbon Infrared Heater: C[N]; (Sauna Features) Cedar Wood: C[Y]; (Sauna Features) CERAMIC TILE FLOOR HEATER - EFFECTIVE & EASY TO CLEAN: C[Y]";"(Outdoor Infrared Sauna) Zero EMF: S[Low EMF,Zero EMF///modifier=35.000///modifier_type=P///weight_modifier=20.000///weight_modifier_type=A]///inventory=N///missing_variants_handling=M///multiupload=N///required=N///status=A; (Outdoor Infrared Sauna) Warranty: S[3 year Warranty,7 year Warranty///modifier=10.000///modifier_type=P///weight_modifier=20.000///weight_modifier_type=A,Lifetime Warranty///modifier=20.000///modifier_type=P///weight_modifier=20.000///weight_modifier_type=A]///inventory=N///missing_variants_handling=M///multiupload=N///required=N///status=A; (Outdoor Infrared Sauna) Ionizer: SG[None,Ionizer///modifier=99.000///modifier_type=A///weight_modifier=123.000///weight_modifier_type=A]///inventory=N///missing_variants_handling=M///multiupload=N///required=N///status=A; (Outdoor Infrared Sauna) Chromotherapy: SG[None///weight_modifier=432423.000///weight_modifier_type=A,Chromoterapy///modifier=199.000///modifier_type=A///weight_modifier=4234324.000///weight_modifier_type=A]///inventory=N///missing_variants_handling=M///multiupload=N///required=N///status=A; (Outdoor Infrared Sauna) Raincover: S[None///weight_modifier=4234.000///weight_modifier_type=A,Raincover///modifier=15.000///modifier_type=P///weight_modifier=234234.000///weight_modifier_type=A]///inventory=N///missing_variants_handling=M///multiupload=N///required=N///status=A";"";"N";"N";"N";"2-person-sierra-canadian-cedar-outdoor-infrared-sauna";"";"A";"0";"0";"0";"N";"";"http://outdoorinfraredsauna.com/2-person-sierra-canadian-cedar-outdoor-infrared-sauna/";"http://outdoorinfraredsauna.com/images/thumbnails/280/280/detailed/1/2-person-sierra-outdoor-sauna-13.png?t=1460285898";"http://outdoorinfraredsauna.com/images/detailed/1/2-person-sierra-outdoor-sauna-13.jpg?t=1460285721";"min:0;max:0";"length:0;width:0;height:0";"0";"";"P";"F";"Outdoor Infrared Sauna";"D";"http://outdoorinfraredsauna.com/2-person-sierra-canadian-cedar-outdoor-infrared-sauna/"
